PUBLICATION DATE,FISCAL YEAR,MONTH,INFLOWS/OUTFLOWS,DESCRIPTION,AMOUNT
20220523,2022,July,Outflows - Capital,Federal and State,70
20220523,2022,July,Outflows - Other,Senior Colleges,240
20220523,2022,July,Outflows - Other,Other Uses,0
20220523,2022,July,Balance,Beginning Balance,8469
20220523,2022,July,Balance,Ending Balance,11468
20220523,2022,August,Inflows - Current,General Property Tax,188
20220523,2022,August,Inflows - Current,Other Taxes,1599
20220523,2022,August,Inflows - Current,Federal Categorical Grants,-78
20220523,2022,August,Inflows - Current,State Categorical Grants,-89
20220523,2022,August,Inflows - Current,Other Categorical Grants,136
20220523,2022,August,Inflows - Current,Unrestricted (Net Of Disall.),0
20220523,2022,August,Inflows - Current,Miscellaneous Revenues,513
20220523,2022,August,Inflows - Current,Inter-Fund Revenues,0
20220523,2022,August,Inflows - Prior,Taxes,308
20220523,2022,August,Inflows - Prior,Federal Categorical Grants,1014
20220523,2022,August,Inflows - Prior,State Categorical Grants,334
20220523,2022,August,Inflows - Prior,Other Categorical Grants,10
20220523,2022,August,Inflows - Prior,Unrestricted Intgvt.  Aid,0
20220523,2022,August,Inflows - Prior,Misc. Revenue/IFA,110
20220523,2022,August,Inflows - Capital,Capital Transfers,112
20220523,2022,August,Inflows - Capital,Federal And State,-53
20220523,2022,August,Inflows - Other,Senior Colleges,0
20220523,2022,August,Inflows - Other,Holding Acct. & Other Adj.,2
20220523,2022,August,Inflows - Other,Other Sources,435
20220523,2022,August,Outflows - Current,Personal Service,3259
20220523,2022,August,Outflows - Current,Other Than Personal Service,3153
20220523,2022,August,Outflows - Current,Debt Service,0
20220523,2022,August,Outflows - Prior,Personal Service,1253
20220523,2022,August,Outflows - Prior,Other Than Personal Service,676
20220523,2022,August,Outflows - Prior,Taxes,295
20220523,2022,August,Outflows - Prior,Disallowance Reserve,0
20220523,2022,August,Outflows - Capital,City Disbursements,941
20220523,2022,August,Outflows - Capital,Federal and State,62
20220523,2022,August,Outflows - Other,Senior Colleges,181
20220523,2022,August,Outflows - Other,Other Uses,0
20220523,2022,August,Balance,Beginning Balance,11468
20220523,2022,August,Balance,Ending Balance,6189
20220523,2022,September,Inflows - Current,General Property Tax,1379
20220523,2022,September,Inflows - Current,Other Taxes,4115
20220523,2022,September,Inflows - Current,Federal Categorical Grants,590
20220523,2022,September,Inflows - Current,State Categorical Grants,1232
20220523,2022,September,Inflows - Current,Other Categorical Grants,32
20220523,2022,September,Inflows - Current,Unrestricted (Net Of Disall.),0
20220523,2022,September,Inflows - Current,Miscellaneous Revenues,381
20220523,2022,September,Inflows - Current,Inter-Fund Revenues,28
20220523,2022,September,Inflows - Prior,Taxes,0
20220523,2022,September,Inflows - Prior,Federal Categorical Grants,411
20220523,2022,September,Inflows - Prior,State Categorical Grants,154
20220523,2022,September,Inflows - Prior,Other Categorical Grants,33
20220523,2022,September,Inflows - Prior,Unrestricted Intgvt.  Aid,0
20220523,2022,September,Inflows - Prior,Misc. Revenue/IFA,0
20220523,2022,September,Inflows - Capital,Capital Transfers,2401
20220523,2022,September,Inflows - Capital,Federal And State,38
20220523,2022,September,Inflows - Other,Senior Colleges,0
20220523,2022,September,Inflows - Other,Holding Acct. & Other Adj.,-6
20220523,2022,September,Inflows - Other,Other Sources,0
20220523,2022,September,Outflows - Current,Personal Service,3744
20220523,2022,September,Outflows - Current,Other Than Personal Service,3499
20220523,2022,September,Outflows - Current,Debt Service,-3
20220523,2022,September,Outflows - Prior,Personal Service,24
20220523,2022,September,Outflows - Prior,Other Than Personal Service,1
20220523,2022,September,Outflows - Prior,Taxes,0
20220523,2022,September,Outflows - Prior,Disallowance Reserve,0
20220523,2022,September,Outflows - Capital,City Disbursements,523
20220523,2022,September,Outflows - Capital,Federal and State,46
20220523,2022,September,Outflows - Other,Senior Colleges,280
20220523,2022,September,Outflows - Other,Other Uses,61
20220523,2022,September,Balance,Beginning Balance,6189
20220523,2022,September,Balance,Ending Balance,8802
20220523,2022,October,Inflows - Current,General Property Tax,900
20220523,2022,October,Inflows - Current,Other Taxes,2212
20220523,2022,October,Inflows - Current,Federal Categorical Grants,-168
20220523,2022,October,Inflows - Current,State Categorical Grants,135
20220523,2022,October,Inflows - Current,Other Categorical Grants,53
20220523,2022,October,Inflows - Current,Unrestricted (Net Of Disall.),0
20220523,2022,October,Inflows - Current,Miscellaneous Revenues,666
20220523,2022,October,Inflows - Current,Inter-Fund Revenues,17
20220523,2022,October,Inflows - Prior,Taxes,0
20220523,2022,October,Inflows - Prior,Federal Categorical Grants,909
20220523,2022,October,Inflows - Prior,State Categorical Grants,365
20220523,2022,October,Inflows - Prior,Other Categorical Grants,2
20220523,2022,October,Inflows - Prior,Unrestricted Intgvt.  Aid,0
20220523,2022,October,Inflows - Prior,Misc. Revenue/IFA,0
20220523,2022,October,Inflows - Capital,Capital Transfers,297
20220523,2022,October,Inflows - Capital,Federal And State,33
20220523,2022,October,Inflows - Other,Senior Colleges,264
20220523,2022,October,Inflows - Other,Holding Acct. & Other Adj.,15
20220523,2022,October,Inflows - Other,Other Sources,0
20220523,2022,October,Outflows - Current,Personal Service,4340
20220523,2022,October,Outflows - Current,Other Than Personal Service,3313
20220523,2022,October,Outflows - Current,Debt Service,-4
20220523,2022,October,Outflows - Prior,Personal Service,67
20220523,2022,October,Outflows - Prior,Other Than Personal Service,1
20220523,2022,October,Outflows - Prior,Taxes,0
20220523,2022,October,Outflows - Prior,Disallowance Reserve,0
20220523,2022,October,Outflows - Capital,City Disbursements,1000
20220523,2022,October,Outflows - Capital,Federal and State,82
20220523,2022,October,Outflows - Other,Senior Colleges,181
20220523,2022,October,Outflows - Other,Other Uses,78
20220523,2022,October,Balance,Beginning Balance,8802
20220523,2022,October,Balance,Ending Balance,5444
20220523,2022,November,Inflows - Current,General Property Tax,207
20220523,2022,November,Inflows - Current,Other Taxes,1845
20220523,2022,November,Inflows - Current,Federal Categorical Grants,255
20220523,2022,November,Inflows - Current,State Categorical Grants,767
20220523,2022,November,Inflows - Current,Other Categorical Grants,-9
20220523,2022,November,Inflows - Current,Unrestricted (Net Of Disall.),0
20220523,2022,November,Inflows - Current,Miscellaneous Revenues,482
20220523,2022,November,Inflows - Current,Inter-Fund Revenues,35
20220523,2022,November,Inflows - Prior,Taxes,0
20220523,2022,November,Inflows - Prior,Federal Categorical Grants,210
20220523,2022,November,Inflows - Prior,State Categorical Grants,230
20220523,2022,November,Inflows - Prior,Other Categorical Grants,2
20220523,2022,November,Inflows - Prior,Unrestricted Intgvt.  Aid,0
20220523,2022,November,Inflows - Prior,Misc. Revenue/IFA,0
20220523,2022,November,Inflows - Capital,Capital Transfers,492
20220523,2022,November,Inflows - Capital,Federal And State,25
20220523,2022,November,Inflows - Other,Senior Colleges,100
20220523,2022,November,Inflows - Other,Holding Acct. & Other Adj.,-8
20220523,2022,November,Inflows - Other,Other Sources,63
20220523,2022,November,Outflows - Current,Personal Service,4287
20220523,2022,November,Outflows - Current,Other Than Personal Service,3059
20220523,2022,November,Outflows - Current,Debt Service,24
20220523,2022,November,Outflows - Prior,Personal Service,53
20220523,2022,November,Outflows - Prior,Other Than Personal Service,306
20220523,2022,November,Outflows - Prior,Taxes,0
20220523,2022,November,Outflows - Prior,Disallowance Reserve,-7
20220523,2022,November,Outflows - Capital,City Disbursements,528
20220523,2022,November,Outflows - Capital,Federal and State,59
20220523,2022,November,Outflows - Other,Senior Colleges,184
20220523,2022,November,Outflows - Other,Other Uses,0
20220523,2022,November,Balance,Beginning Balance,5444
20220523,2022,November,Balance,Ending Balance,1647
20220523,2022,December,Inflows - Current,General Property Tax,5652
20220523,2022,December,Inflows - Current,Other Taxes,4344
20220523,2022,December,Inflows - Current,Federal Categorical Grants,489
20220523,2022,December,Inflows - Current,State Categorical Grants,1326
20220523,2022,December,Inflows - Current,Other Categorical Grants,217
20220523,2022,December,Inflows - Current,Unrestricted (Net Of Disall.),0
20220523,2022,December,Inflows - Current,Miscellaneous Revenues,473
20220523,2022,December,Inflows - Current,Inter-Fund Revenues,28
20220523,2022,December,Inflows - Prior,Taxes,0
20220523,2022,December,Inflows - Prior,Federal Categorical Grants,394
20220523,2022,December,Inflows - Prior,State Categorical Grants,400
20220523,2022,December,Inflows - Prior,Other Categorical Grants,2
20220523,2022,December,Inflows - Prior,Unrestricted Intgvt.  Aid,0
20220523,2022,December,Inflows - Prior,Misc. Revenue/IFA,0
20220523,2022,December,Inflows - Capital,Capital Transfers,234
20220523,2022,December,Inflows - Capital,Federal And State,24
20220523,2022,December,Inflows - Other,Senior Colleges,0
20220523,2022,December,Inflows - Other,Holding Acct. & Other Adj.,2
20220523,2022,December,Inflows - Other,Other Sources,0
20220523,2022,December,Outflows - Current,Personal Service,3897
20220523,2022,December,Outflows - Current,Other Than Personal Service,3186
20220523,2022,December,Outflows - Current,Debt Service,0
20220523,2022,December,Outflows - Prior,Personal Service,96
20220523,2022,December,Outflows - Prior,Other Than Personal Service,549
20220523,2022,December,Outflows - Prior,Taxes,0
20220523,2022,December,Outflows - Prior,Disallowance Reserve,-9
20220523,2022,December,Outflows - Capital,City Disbursements,451
20220523,2022,December,Outflows - Capital,Federal and State,52
20220523,2022,December,Outflows - Other,Senior Colleges,368
20220523,2022,December,Outflows - Other,Other Uses,129
20220523,2022,December,Balance,Beginning Balance,1647
20220523,2022,December,Balance,Ending Balance,6513
20220523,2022,January,Inflows - Current,General Property Tax,5540
20220523,2022,January,Inflows - Current,Other Taxes,4015
20220523,2022,January,Inflows - Current,Federal Categorical Grants,668
20220523,2022,January,Inflows - Current,State Categorical Grants,-39
20220523,2022,January,Inflows - Current,Other Categorical Grants,-177
20220523,2022,January,Inflows - Current,Unrestricted (Net Of Disall.),0
20220523,2022,January,Inflows - Current,Miscellaneous Revenues,284
20220523,2022,January,Inflows - Current,Inter-Fund Revenues,70
20220523,2022,January,Inflows - Prior,Taxes,0
20220523,2022,January,Inflows - Prior,Federal Categorical Grants,272
20220523,2022,January,Inflows - Prior,State Categorical Grants,233
20220523,2022,January,Inflows - Prior,Other Categorical Grants,186
20220523,2022,January,Inflows - Prior,Unrestricted Intgvt.  Aid,0
20220523,2022,January,Inflows - Prior,Misc. Revenue/IFA,0
20220523,2022,January,Inflows - Capital,Capital Transfers,165
20220523,2022,January,Inflows - Capital,Federal And State,21
20220523,2022,January,Inflows - Other,Senior Colleges,167
20220523,2022,January,Inflows - Other,Holding Acct. & Other Adj.,14
20220523,2022,January,Inflows - Other,Other Sources,19
20220523,2022,January,Outflows - Current,Personal Service,4553
20220523,2022,January,Outflows - Current,Other Than Personal Service,3582
20220523,2022,January,Outflows - Current,Debt Service,620
20220523,2022,January,Outflows - Prior,Personal Service,13
20220523,2022,January,Outflows - Prior,Other Than Personal Service,234
20220523,2022,January,Outflows - Prior,Taxes,0
20220523,2022,January,Outflows - Prior,Disallowance Reserve,0
20220523,2022,January,Outflows - Capital,City Disbursements,1237
20220523,2022,January,Outflows - Capital,Federal and State,87
20220523,2022,January,Outflows - Other,Senior Colleges,185
20220523,2022,January,Outflows - Other,Other Uses,0
20220523,2022,January,Balance,Beginning Balance,6513
20220523,2022,January,Balance,Ending Balance,7440
20220523,2022,February,Inflows - Current,General Property Tax,220
20220523,2022,February,Inflows - Current,Other Taxes,2697
20220523,2022,February,Inflows - Current,Federal Categorical Grants,449
20220523,2022,February,Inflows - Current,State Categorical Grants,243
20220523,2022,February,Inflows - Current,Other Categorical Grants,249
20220523,2022,February,Inflows - Current,Unrestricted (Net Of Disall.),0
20220523,2022,February,Inflows - Current,Miscellaneous Revenues,233
20220523,2022,February,Inflows - Current,Inter-Fund Revenues,27
20220523,2022,February,Inflows - Prior,Taxes,0
20220523,2022,February,Inflows - Prior,Federal Categorical Grants,152
20220523,2022,February,Inflows - Prior,State Categorical Grants,54
20220523,2022,February,Inflows - Prior,Other Categorical Grants,1
20220523,2022,February,Inflows - Prior,Unrestricted Intgvt.  Aid,0
20220523,2022,February,Inflows - Prior,Misc. Revenue/IFA,0
20220523,2022,February,Inflows - Capital,Capital Transfers,1505
20220523,2022,February,Inflows - Capital,Federal And State,35
20220523,2022,February,Inflows - Other,Senior Colleges,0
20220523,2022,February,Inflows - Other,Holding Acct. & Other Adj.,3
20220523,2022,February,Inflows - Other,Other Sources,0
20220523,2022,February,Outflows - Current,Personal Service,3745
20220523,2022,February,Outflows - Current,Other Than Personal Service,2777
20220523,2022,February,Outflows - Current,Debt Service,7
20220523,2022,February,Outflows - Prior,Personal Service,97
20220523,2022,February,Outflows - Prior,Other Than Personal Service,759
20220523,2022,February,Outflows - Prior,Taxes,0
20220523,2022,February,Outflows - Prior,Disallowance Reserve,0
20220523,2022,February,Outflows - Capital,City Disbursements,473
20220523,2022,February,Outflows - Capital,Federal and State,27
20220523,2022,February,Outflows - Other,Senior Colleges,184
20220523,2022,February,Outflows - Other,Other Uses,125
20220523,2022,February,Balance,Beginning Balance,7440
20220523,2022,February,Balance,Ending Balance,5114
20220523,2022,March,Inflows - Current,General Property Tax,1161
20220523,2022,March,Inflows - Current,Other Taxes,4295
20220523,2022,March,Inflows - Current,Federal Categorical Grants,497
20220523,2022,March,Inflows - Current,State Categorical Grants,4715
20220523,2022,March,Inflows - Current,Other Categorical Grants,-171
20220523,2022,March,Inflows - Current,Unrestricted (Net Of Disall.),0
20220523,2022,March,Inflows - Current,Miscellaneous Revenues,355
20220523,2022,March,Inflows - Current,Inter-Fund Revenues,76
20220523,2022,March,Inflows - Prior,Taxes,0
20220523,2022,March,Inflows - Prior,Federal Categorical Grants,512
20220523,2022,March,Inflows - Prior,State Categorical Grants,147
20220523,2022,March,Inflows - Prior,Other Categorical Grants,220
20220523,2022,March,Inflows - Prior,Unrestricted Intgvt.  Aid,0
20220523,2022,March,Inflows - Prior,Misc. Revenue/IFA,0
20220523,2022,March,Inflows - Capital,Capital Transfers,139
20220523,2022,March,Inflows - Capital,Federal And State,122
20220523,2022,March,Inflows - Other,Senior Colleges,684
20220523,2022,March,Inflows - Other,Holding Acct. & Other Adj.,-1
20220523,2022,March,Inflows - Other,Other Sources,0
20220523,2022,March,Outflows - Current,Personal Service,3914
20220523,2022,March,Outflows - Current,Other Than Personal Service,2223
20220523,2022,March,Outflows - Current,Debt Service,-5
20220523,2022,March,Outflows - Prior,Personal Service,181
20220523,2022,March,Outflows - Prior,Other Than Personal Service,978
20220523,2022,March,Outflows - Prior,Taxes,0
20220523,2022,March,Outflows - Prior,Disallowance Reserve,0
20220523,2022,March,Outflows - Capital,City Disbursements,1204
20220523,2022,March,Outflows - Capital,Federal and State,134
20220523,2022,March,Outflows - Other,Senior Colleges,244
20220523,2022,March,Outflows - Other,Other Uses,31
20220523,2022,March,Balance,Beginning Balance,5114
20220523,2022,March,Balance,Ending Balance,8961
20220523,2022,April,Inflows - Current,General Property Tax,808
20220523,2022,April,Inflows - Current,Other Taxes,4730
20220523,2022,April,Inflows - Current,Federal Categorical Grants,988
20220523,2022,April,Inflows - Current,State Categorical Grants,555
20220523,2022,April,Inflows - Current,Other Categorical Grants,94
20220523,2022,April,Inflows - Current,Unrestricted (Net Of Disall.),294
20220523,2022,April,Inflows - Current,Miscellaneous Revenues,288
20220523,2022,April,Inflows - Current,Inter-Fund Revenues,115
20220523,2022,April,Inflows - Prior,Taxes,0
20220523,2022,April,Inflows - Prior,Federal Categorical Grants,317
20220523,2022,April,Inflows - Prior,State Categorical Grants,619
20220523,2022,April,Inflows - Prior,Other Categorical Grants,1
20220523,2022,April,Inflows - Prior,Unrestricted Intgvt.  Aid,0
20220523,2022,April,Inflows - Prior,Misc. Revenue/IFA,0
20220523,2022,April,Inflows - Capital,Capital Transfers,1506
20220523,2022,April,Inflows - Capital,Federal And State,15
20220523,2022,April,Inflows - Other,Senior Colleges,0
20220523,2022,April,Inflows - Other,Holding Acct. & Other Adj.,0
20220523,2022,April,Inflows - Other,Other Sources,174
20220523,2022,April,Outflows - Current,Personal Service,4556
20220523,2022,April,Outflows - Current,Other Than Personal Service,3223
20220523,2022,April,Outflows - Current,Debt Service,143
20220523,2022,April,Outflows - Prior,Personal Service,46
20220523,2022,April,Outflows - Prior,Other Than Personal Service,203
20220523,2022,April,Outflows - Prior,Taxes,0
20220523,2022,April,Outflows - Prior,Disallowance Reserve,0
20220523,2022,April,Outflows - Capital,City Disbursements,475
20220523,2022,April,Outflows - Capital,Federal and State,80
20220523,2022,April,Outflows - Other,Senior Colleges,185
20220523,2022,April,Outflows - Other,Other Uses,0
20220523,2022,April,Balance,Beginning Balance,8961
20220523,2022,April,Balance,Ending Balance,10554
20220523,2022,May,Inflows - Current,General Property Tax,26
20220523,2022,May,Inflows - Current,Other Taxes,1514
20220523,2022,May,Inflows - Current,Federal Categorical Grants,1460
20220523,2022,May,Inflows - Current,State Categorical Grants,1914
20220523,2022,May,Inflows - Current,Other Categorical Grants,69
20220523,2022,May,Inflows - Current,Unrestricted (Net Of Disall.),0
20220523,2022,May,Inflows - Current,Miscellaneous Revenues,361
20220523,2022,May,Inflows - Current,Inter-Fund Revenues,56
20220523,2022,May,Inflows - Prior,Taxes,0
20220523,2022,May,Inflows - Prior,Federal Categorical Grants,212
20220523,2022,May,Inflows - Prior,State Categorical Grants,57
20220523,2022,May,Inflows - Prior,Other Categorical Grants,1
20220523,2022,May,Inflows - Prior,Unrestricted Intgvt.  Aid,0
20220523,2022,May,Inflows - Prior,Misc. Revenue/IFA,0
20220523,2022,May,Inflows - Capital,Capital Transfers,154
20220523,2022,May,Inflows - Capital,Federal And State,50
20220523,2022,May,Inflows - Other,Senior Colleges,0
20220523,2022,May,Inflows - Other,Holding Acct. & Other Adj.,0
20220523,2022,May,Inflows - Other,Other Sources,0
20220523,2022,May,Outflows - Current,Personal Service,4522
20220523,2022,May,Outflows - Current,Other Than Personal Service,2923
20220523,2022,May,Outflows - Current,Debt Service,102
20220523,2022,May,Outflows - Prior,Personal Service,23
20220523,2022,May,Outflows - Prior,Other Than Personal Service,222
20220523,2022,May,Outflows - Prior,Taxes,0
20220523,2022,May,Outflows - Prior,Disallowance Reserve,0
20220523,2022,May,Outflows - Capital,City Disbursements,1120
20220523,2022,May,Outflows - Capital,Federal and State,66
20220523,2022,May,Outflows - Other,Senior Colleges,228
20220523,2022,May,Outflows - Other,Other Uses,0
20220523,2022,May,Balance,Beginning Balance,10554
20220523,2022,May,Balance,Ending Balance,7222
20220523,2022,June,Inflows - Current,General Property Tax,6874
20220523,2022,June,Inflows - Current,Other Taxes,2949
20220523,2022,June,Inflows - Current,Federal Categorical Grants,2577
20220523,2022,June,Inflows - Current,State Categorical Grants,804
20220523,2022,June,Inflows - Current,Other Categorical Grants,120
20220523,2022,June,Inflows - Current,Unrestricted (Net Of Disall.),0
20220523,2022,June,Inflows - Current,Miscellaneous Revenues,292
20220523,2022,June,Inflows - Current,Inter-Fund Revenues,55
20220523,2022,June,Inflows - Prior,Taxes,0
20220523,2022,June,Inflows - Prior,Federal Categorical Grants,241
20220523,2022,June,Inflows - Prior,State Categorical Grants,8
20220523,2022,June,Inflows - Prior,Other Categorical Grants,1
20220523,2022,June,Inflows - Prior,Unrestricted Intgvt.  Aid,0
20220523,2022,June,Inflows - Prior,Misc. Revenue/IFA,0
20220523,2022,June,Inflows - Capital,Capital Transfers,1660
20220523,2022,June,Inflows - Capital,Federal And State,496
20220523,2022,June,Inflows - Other,Senior Colleges,894
20220523,2022,June,Inflows - Other,Holding Acct. & Other Adj.,0
20220523,2022,June,Inflows - Other,Other Sources,0
20220523,2022,June,Outflows - Current,Personal Service,7441
20220523,2022,June,Outflows - Current,Other Than Personal Service,3503
20220523,2022,June,Outflows - Current,Debt Service,4815
20220523,2022,June,Outflows - Prior,Personal Service,66
20220523,2022,June,Outflows - Prior,Other Than Personal Service,308
20220523,2022,June,Outflows - Prior,Taxes,0
20220523,2022,June,Outflows - Prior,Disallowance Reserve,0
20220523,2022,June,Outflows - Capital,City Disbursements,721
20220523,2022,June,Outflows - Capital,Federal and State,139
20220523,2022,June,Outflows - Other,Senior Colleges,255
20220523,2022,June,Outflows - Other,Other Uses,686
20220523,2022,June,Balance,Beginning Balance,7222
20220523,2022,June,Balance,Ending Balance,6259
20220523,2022,Adjustments,Inflows - Current,General Property Tax,-104
20220523,2022,Adjustments,Inflows - Current,Other Taxes,1092
20220523,2022,Adjustments,Inflows - Current,Federal Categorical Grants,11084
20220523,2022,Adjustments,Inflows - Current,State Categorical Grants,4345
20220523,2022,Adjustments,Inflows - Current,Other Categorical Grants,518
20220523,2022,Adjustments,Inflows - Current,Unrestricted (Net Of Disall.),483
20220523,2022,Adjustments,Inflows - Current,Miscellaneous Revenues,16
20220523,2022,Adjustments,Inflows - Current,Inter-Fund Revenues,179
20220523,2022,Adjustments,Inflows - Prior,Taxes,0
20220523,2022,Adjustments,Inflows - Prior,Federal Categorical Grants,5870
20220523,2022,Adjustments,Inflows - Prior,State Categorical Grants,2898
20220523,2022,Adjustments,Inflows - Prior,Other Categorical Grants,394
20220523,2022,Adjustments,Inflows - Prior,Unrestricted Intgvt.  Aid,0
20220523,2022,Adjustments,Inflows - Prior,Misc. Revenue/IFA,-110
20220523,2022,Adjustments,Inflows - Capital,Capital Transfers,447
20220523,2022,Adjustments,Inflows - Capital,Federal And State,0
20220523,2022,Adjustments,Inflows - Other,Senior Colleges,689
20220523,2022,Adjustments,Inflows - Other,Holding Acct. & Other Adj.,-26
20220523,2022,Adjustments,Inflows - Other,Other Sources,0
20220523,2022,Adjustments,Outflows - Current,Personal Service,2697
20220523,2022,Adjustments,Outflows - Current,Other Than Personal Service,12948
20220523,2022,Adjustments,Outflows - Current,Debt Service,24
20220523,2022,Adjustments,Outflows - Prior,Personal Service,2498
20220523,2022,Adjustments,Outflows - Prior,Other Than Personal Service,6357
20220523,2022,Adjustments,Outflows - Prior,Taxes,0
20220523,2022,Adjustments,Outflows - Prior,Disallowance Reserve,314
20220523,2022,Adjustments,Outflows - Capital,City Disbursements,0
20220523,2022,Adjustments,Outflows - Capital,Federal and State,0
20220523,2022,Adjustments,Outflows - Other,Senior Colleges,83
20220523,2022,Adjustments,Outflows - Other,Other Uses,0
20220610,2022,July,Inflows - Current,General Property Tax,6576
20220610,2022,July,Inflows - Current,Other Taxes,808
20220610,2022,July,Inflows - Current,Federal Categorical Grants,317
20220610,2022,July,Inflows - Current,State Categorical Grants,554
20220610,2022,July,Inflows - Current,Other Categorical Grants,42
20220610,2022,July,Inflows - Current,Unrestricted (Net Of Disall.),0
20220610,2022,July,Inflows - Current,Miscellaneous Revenues,757
20220610,2022,July,Inflows - Current,Inter-Fund Revenues,0
20220610,2022,July,Inflows - Prior,Taxes,1080
20220610,2022,July,Inflows - Prior,Federal Categorical Grants,337
20220610,2022,July,Inflows - Prior,State Categorical Grants,838
20220610,2022,July,Inflows - Prior,Other Categorical Grants,31
20220610,2022,July,Inflows - Prior,Unrestricted Intgvt.  Aid,0
20220610,2022,July,Inflows - Prior,Misc. Revenue/IFA,0
20220610,2022,July,Inflows - Capital,Capital Transfers,259
20220610,2022,July,Inflows - Capital,Federal And State,98
20220610,2022,July,Inflows - Other,Senior Colleges,882
20220610,2022,July,Inflows - Other,Holding Acct. & Other Adj.,5
20220610,2022,July,Inflows - Other,Other Sources,419
20220610,2022,July,Outflows - Current,Personal Service,2140
20220610,2022,July,Outflows - Current,Other Than Personal Service,2710
20220610,2022,July,Outflows - Current,Debt Service,52
20220610,2022,July,Outflows - Prior,Personal Service,2579
20220610,2022,July,Outflows - Prior,Other Than Personal Service,1412
20220610,2022,July,Outflows - Prior,Taxes,103
20220610,2022,July,Outflows - Prior,Disallowance Reserve,0
20220610,2022,July,Outflows - Capital,City Disbursements,698
20220610,2022,July,Outflows - Capital,Federal and State,70
20220610,2022,July,Outflows - Other,Senior Colleges,240
20220610,2022,July,Outflows - Other,Other Uses,0
20220610,2022,July,Balance,Beginning Balance,8469
20220610,2022,July,Balance,Ending Balance,11468
20220610,2022,August,Inflows - Current,General Property Tax,188
20220610,2022,August,Inflows - Current,Other Taxes,1599
20220610,2022,August,Inflows - Current,Federal Categorical Grants,-78
20220610,2022,August,Inflows - Current,State Categorical Grants,-89
20220610,2022,August,Inflows - Current,Other Categorical Grants,136
20220610,2022,August,Inflows - Current,Unrestricted (Net Of Disall.),0
20220610,2022,August,Inflows - Current,Miscellaneous Revenues,513
20220610,2022,August,Inflows - Current,Inter-Fund Revenues,0
20220610,2022,August,Inflows - Prior,Taxes,308
20220610,2022,August,Inflows - Prior,Federal Categorical Grants,1014
20220610,2022,August,Inflows - Prior,State Categorical Grants,334
20220610,2022,August,Inflows - Prior,Other Categorical Grants,10
20220610,2022,August,Inflows - Prior,Unrestricted Intgvt.  Aid,0
20220610,2022,August,Inflows - Prior,Misc. Revenue/IFA,110
20220610,2022,August,Inflows - Capital,Capital Transfers,112
20220610,2022,August,Inflows - Capital,Federal And State,-53
20220610,2022,August,Inflows - Other,Senior Colleges,0
20220610,2022,August,Inflows - Other,Holding Acct. & Other Adj.,2
20220610,2022,August,Inflows - Other,Other Sources,435
20220610,2022,August,Outflows - Current,Personal Service,3259
20220610,2022,August,Outflows - Current,Other Than Personal Service,3153
20220610,2022,August,Outflows - Current,Debt Service,0
20220610,2022,August,Outflows - Prior,Personal Service,1253
20220610,2022,August,Outflows - Prior,Other Than Personal Service,676
20220610,2022,August,Outflows - Prior,Taxes,295
20220610,2022,August,Outflows - Prior,Disallowance Reserve,0
20220610,2022,August,Outflows - Capital,City Disbursements,941
20220610,2022,August,Outflows - Capital,Federal and State,62
20220610,2022,August,Outflows - Other,Senior Colleges,181
20220610,2022,August,Outflows - Other,Other Uses,0
20220610,2022,August,Balance,Beginning Balance,11468
20220610,2022,August,Balance,Ending Balance,6189
20220610,2022,September,Inflows - Current,General Property Tax,1379
20220610,2022,September,Inflows - Current,Other Taxes,4115
20220610,2022,September,Inflows - Current,Federal Categorical Grants,590
20220610,2022,September,Inflows - Current,State Categorical Grants,1232
20220610,2022,September,Inflows - Current,Other Categorical Grants,32
20220610,2022,September,Inflows - Current,Unrestricted (Net Of Disall.),0
20220610,2022,September,Inflows - Current,Miscellaneous Revenues,381
20220610,2022,September,Inflows - Current,Inter-Fund Revenues,28
20220610,2022,September,Inflows - Prior,Taxes,0
20220610,2022,September,Inflows - Prior,Federal Categorical Grants,411
20220610,2022,September,Inflows - Prior,State Categorical Grants,154
20220610,2022,September,Inflows - Prior,Other Categorical Grants,33
20220610,2022,September,Inflows - Prior,Unrestricted Intgvt.  Aid,0
20220610,2022,September,Inflows - Prior,Misc. Revenue/IFA,0
20220610,2022,September,Inflows - Capital,Capital Transfers,2401
20220610,2022,September,Inflows - Capital,Federal And State,38
20220610,2022,September,Inflows - Other,Senior Colleges,0
20220610,2022,September,Inflows - Other,Holding Acct. & Other Adj.,-6
20220610,2022,September,Inflows - Other,Other Sources,0
20220610,2022,September,Outflows - Current,Personal Service,3744
20220610,2022,September,Outflows - Current,Other Than Personal Service,3499
20220610,2022,September,Outflows - Current,Debt Service,-3
20220610,2022,September,Outflows - Prior,Personal Service,24
20220610,2022,September,Outflows - Prior,Other Than Personal Service,1
20220610,2022,September,Outflows - Prior,Taxes,0
20220610,2022,September,Outflows - Prior,Disallowance Reserve,0
20220610,2022,September,Outflows - Capital,City Disbursements,523
20220610,2022,September,Outflows - Capital,Federal and State,46
20220610,2022,September,Outflows - Other,Senior Colleges,280
20220610,2022,September,Outflows - Other,Other Uses,61
20220610,2022,September,Balance,Beginning Balance,6189
20220610,2022,September,Balance,Ending Balance,8802
20220610,2022,October,Inflows - Current,General Property Tax,900
20220610,2022,October,Inflows - Current,Other Taxes,2212
20220610,2022,October,Inflows - Current,Federal Categorical Grants,-168
